Seed,Score,Natural Negative Jokers,Natural Negative Jokers Desired,Turtle Bean,Joker Stencil,Negative_Joker Stencil,Oops All 6s,Negative_Oops All 6s
HAHA2VO8,1,0,0,0,0,0,0,0
HAHA2VOZ,1,0,0,0,0,0,0,0
HAHA2VP3,1,0,0,0,0,0,0,0
HAHA2VPJ,1,0,0,0,0,0,0,0
HAHA2VVV,1,0,0,0,0,0,0,0
HAHA2VW8,1,0,0,0,0,0,0,0
HAHA2VYQ,1,0,0,0,0,0,0,0
HAHA2VZ4,1,0,0,0,0,0,0,0
HAHA2VZI,1,0,0,0,0,0,0,0
HAHA2W4F,1,0,0,0,0,0,0,0
HAHA2W5D,1,0,0,0,0,0,0,0
HAHA2W6O,1,0,0,0,0,0,0,0
HAHA2W8Z,1,0,0,0,0,0,0,0
HAHA2WFV,1,0,0,0,0,0,0,0
HAHA2WHS,1,0,0,0,0,0,0,0
HAHA2WJ1,1,0,0,0,0,0,0,0
HAHA2WNS,1,0,0,0,0,0,0,0
HAHA2WPG,1,0,0,0,0,0,0,0
HAHA2WPZ,1,0,0,0,0,0,0,0
HAHA2WUK,1,0,0,0,0,0,0,0
HAHA2WUP,1,0,0,0,0,0,0,0
HAHA2WW8,1,0,0,0,0,0,0,0
HAHA2WWJ,1,0,0,0,0,0,0,0
HAHA2WX7,1,0,0,0,0,0,0,0
HAHA2WX9,1,0,0,0,0,0,0,0
HAHA2X9B,1,0,0,0,0,0,0,0
HAHA2XGQ,1,0,0,0,0,0,0,0
HAHA2XHV,1,0,0,0,0,0,0,0
HAHA2XJT,1,0,0,0,0,0,0,0
HAHA2XKG,1,0,0,0,0,0,0,0
HAHA2XLI,1,0,0,0,0,0,0,0
HAHA2XP1,1,0,0,0,0,0,0,0
HAHA2XS2,1,0,0,0,0,0,0,0
HAHA2XW7,1,0,0,0,0,0,0,0
HAHA2XWY,1,0,0,0,0,0,0,0
HAHA2Y1W,1,0,0,0,0,0,0,0
HAHA2Y37,1,0,0,0,0,0,0,0
HAHA2Y5T,1,0,0,0,0,0,0,0
HAHA2Y6C,1,0,0,0,0,0,0,0
HAHA2Y7J,1,0,0,0,0,0,0,0
HAHA2Y8O,1,0,0,0,0,0,0,0
HAHA2YCJ,1,0,0,0,0,0,0,0
HAHA2YE,1,0,0,0,0,0,0,0
HAHA2YEI,1,0,0,0,0,0,0,0
HAHA2YO9,1,0,0,0,0,0,0,0
HAHA2YOB,1,0,0,0,0,0,0,0
HAHA2YQN,1,0,0,0,0,0,0,0
HAHA2YRS,1,0,0,0,0,0,0,0
HAHA2YYS,1,0,0,0,0,0,0,0
HAHA2Z1N,1,0,0,0,0,0,0,0
HAHA2Z7D,1,0,0,0,0,0,0,0
HAHA2Z7L,1,0,0,0,0,0,0,0
HAHA2Z8J,1,0,0,0,0,0,0,0
HAHA2Z8L,1,0,0,0,0,0,0,0
HAHA2ZAF,1,0,0,0,0,0,0,0
HAHA2ZB7,1,0,0,0,0,0,0,0
HAHA2ZBP,1,0,0,0,0,0,0,0
HAHA2ZHY,1,0,0,0,0,0,0,0
HAHA2ZLD,1,0,0,0,0,0,0,0
HAHA2ZPX,1,0,0,0,0,0,0,0
HAHA2ZSL,1,0,0,0,0,0,0,0
HAHA2ZZQ,1,0,0,0,0,0,0,0
HAHA311,1,0,0,0,0,0,0,0
HAHA311N,1,0,0,0,0,0,0,0
HAHA316V,1,0,0,0,0,0,0,0
HAHA319I,1,0,0,0,0,0,0,0
HAHA31HZ,1,0,0,0,0,0,0,0
HAHA31J7,1,0,0,0,0,0,0,0
HAHA31MX,1,0,0,0,0,0,0,0
HAHA31OV,1,0,0,0,0,0,0,0
HAHA31YA,1,0,0,0,0,0,0,0
HAHA323T,1,0,0,0,0,0,0,0
HAHA324H,1,0,0,0,0,0,0,0
HAHA325E,1,0,0,0,0,0,0,0
HAHA325I,1,0,0,0,0,0,0,0
HAHA327Q,1,0,0,0,0,0,0,0
HAHA3297,1,0,0,0,0,0,0,0
HAHA32CF,1,0,0,0,0,0,0,0
HAHA32DT,1,0,0,0,0,0,0,0
HAHA32LM,1,0,0,0,0,0,0,0
HAHA32LP,1,0,0,0,0,0,0,0
HAHA32M3,1,0,0,0,0,0,0,0
HAHA32TB,1,0,0,0,0,0,0,0
HAHA32WH,1,0,0,0,0,0,0,0
HAHA336G,1,0,0,0,0,0,0,0
HAHA337K,1,0,0,0,0,0,0,0
HAHA339G,1,0,0,0,0,0,0,0
HAHA33B7,1,0,0,0,0,0,0,0
HAHA33H7,1,0,0,0,0,0,0,0
HAHA33NR,1,0,0,0,0,0,0,0
HAHA33QC,1,0,0,0,0,0,0,0
HAHA33SP,1,0,0,0,0,0,0,0
HAHA33VJ,1,0,0,0,0,0,0,0
HAHA33WA,1,0,0,0,0,0,0,0
HAHA33ZI,1,0,0,0,0,0,0,0
HAHA344Q,1,0,0,0,0,0,0,0
HAHA345W,1,0,0,0,0,0,0,0
HAHA3463,1,0,0,0,0,0,0,0
HAHA3481,1,0,0,0,0,0,0,0
HAHA34CF,1,0,0,0,0,0,0,0
HAHA34FT,1,0,0,0,0,0,0,0
HAHA34H,1,0,0,0,0,0,0,0
HAHA34N,1,0,0,0,0,0,0,0
HAHA34QD,1,0,0,0,0,0,0,0
HAHA34RT,1,0,0,0,0,0,0,0
HAHA34T,1,0,0,0,0,0,0,0
HAHA34XE,1,0,0,0,0,0,0,0
HAHA34YC,1,0,0,0,0,0,0,0
HAHA3545,1,0,0,0,0,0,0,0
HAHA3578,1,0,0,0,0,0,0,0
HAHA359J,1,0,0,0,0,0,0,0
HAHA35DJ,1,0,0,0,0,0,0,0
HAHA35HT,1,0,0,0,0,0,0,0
HAHA35JR,1,0,0,0,0,0,0,0
HAHA35KD,1,0,0,0,0,0,0,0
HAHA35ML,1,0,0,0,0,0,0,0
HAHA35NH,1,0,0,0,0,0,0,0
HAHA35NY,1,0,0,0,0,0,0,0
HAHA35RZ,1,0,0,0,0,0,0,0
HAHA35U2,1,0,0,0,0,0,0,0
HAHA35UV,1,0,0,0,0,0,0,0
HAHA35V6,1,0,0,0,0,0,0,0
HAHA35WD,1,0,0,0,0,0,0,0
HAHA35YD,1,0,0,0,0,0,0,0
HAHA35YI,1,0,0,0,0,0,0,0
HAHA363R,1,0,0,0,0,0,0,0
HAHA366,1,0,0,0,0,0,0,0
HAHA367,1,0,0,0,0,0,0,0
HAHA367O,1,0,0,0,0,0,0,0
HAHA36D6,1,0,0,0,0,0,0,0
HAHA36DO,1,0,0,0,0,0,0,0
HAHA36HR,1,0,0,0,0,0,0,0
HAHA36J5,1,0,0,0,0,0,0,0
HAHA36K5,1,0,0,0,0,0,0,0
HAHA36KR,1,0,0,0,0,0,0,0
HAHA36MM,1,0,0,0,0,0,0,0
HAHA36NB,1,0,0,0,0,0,0,0
HAHA36NS,1,0,0,0,0,0,0,0
HAHA36UZ,1,0,0,0,0,0,0,0
HAHA36XK,1,0,0,0,0,0,0,0
HAHA36Z2,1,0,0,0,0,0,0,0
HAHA36ZQ,1,0,0,0,0,0,0,0
HAHA372H,1,0,0,0,0,0,0,0
HAHA375N,1,0,0,0,0,0,0,0
HAHA379C,1,0,0,0,0,0,0,0
HAHA37C,1,0,0,0,0,0,0,0
HAHA37DT,1,0,0,0,0,0,0,0
HAHA37K6,1,0,0,0,0,0,0,0
HAHA37LW,1,0,0,0,0,0,0,0
HAHA37O7,1,0,0,0,0,0,0,0
HAHA37RA,1,0,0,0,0,0,0,0
HAHA37SU,1,0,0,0,0,0,0,0
HAHA37VQ,1,0,0,0,0,0,0,0
HAHA37WD,1,0,0,0,0,0,0,0
HAHA37Z,1,0,0,0,0,0,0,0
HAHA385O,1,0,0,0,0,0,0,0
HAHA388E,1,0,0,0,0,0,0,0
HAHA38A1,1,0,0,0,0,0,0,0
HAHA38DN,1,0,0,0,0,0,0,0
HAHA38E4,1,0,0,0,0,0,0,0
HAHA38IT,1,0,0,0,0,0,0,0
HAHA38J6,1,0,0,0,0,0,0,0
HAHA38LA,1,0,0,0,0,0,0,0
HAHA38OM,1,0,0,0,0,0,0,0
HAHA38PQ,1,0,0,0,0,0,0,0
HAHA38XM,1,0,0,0,0,0,0,0
HAHA38ZF,1,0,0,0,0,0,0,0
HAHA392J,1,0,0,0,0,0,0,0
HAHA394N,1,0,0,0,0,0,0,0
HAHA3985,1,0,0,0,0,0,0,0
HAHA398L,1,0,0,0,0,0,0,0
HAHA39C7,1,0,0,0,0,0,0,0
HAHA39D1,1,0,0,0,0,0,0,0
HAHA39J,1,0,0,0,0,0,0,0
HAHA39JG,1,0,0,0,0,0,0,0
HAHA39JQ,1,0,0,0,0,0,0,0
HAHA39OU,1,0,0,0,0,0,0,0
HAHA39RW,1,0,0,0,0,0,0,0
HAHA39T4,1,0,0,0,0,0,0,0
HAHA39TH,1,0,0,0,0,0,0,0
HAHA39TX,1,0,0,0,0,0,0,0
HAHA39UM,1,0,0,0,0,0,0,0
HAHA39UV,1,0,0,0,0,0,0,0
HAHA39VV,1,0,0,0,0,0,0,0
HAHA39W2,1,0,0,0,0,0,0,0
HAHA39WG,1,0,0,0,0,0,0,0
HAHA39XS,1,0,0,0,0,0,0,0
HAHA3A1K,1,0,0,0,0,0,0,0
HAHA3AB3,1,0,0,0,0,0,0,0
HAHA3ABV,1,0,0,0,0,0,0,0
HAHA3AF5,1,0,0,0,0,0,0,0
HAHA3AG4,1,0,0,0,0,0,0,0
HAHA3AGL,1,0,0,0,0,0,0,0
HAHA3AHR,1,0,0,0,0,0,0,0
HAHA3AIZ,1,0,0,0,0,0,0,0
HAHA3AK3,1,0,0,0,0,0,0,0
HAHA3AQW,1,0,0,0,0,0,0,0
HAHA3AUF,1,0,0,0,0,0,0,0
HAHA3AXV,1,0,0,0,0,0,0,0
HAHA3AZC,1,0,0,0,0,0,0,0
HAHA3AZL,1,0,0,0,0,0,0,0
HAHA3B3I,1,0,0,0,0,0,0,0
HAHA3B6R,1,0,0,0,0,0,0,0
HAHA3BF8,1,0,0,0,0,0,0,0
HAHA3BIW,1,0,0,0,0,0,0,0
HAHA3BJL,1,0,0,0,0,0,0,0
HAHA3BOE,1,0,0,0,0,0,0,0
HAHA3BPV,1,0,0,0,0,0,0,0
HAHA3BQ5,1,0,0,0,0,0,0,0
HAHA3BS8,1,0,0,0,0,0,0,0
HAHA3BTD,1,0,0,0,0,0,0,0
HAHA3BYH,1,0,0,0,0,0,0,0
HAHA3BYW,1,0,0,0,0,0,0,0
HAHA3C2E,1,0,0,0,0,0,0,0
HAHA3C6Q,1,0,0,0,0,0,0,0
HAHA3C8Y,1,0,0,0,0,0,0,0
HAHA3CBG,1,0,0,0,0,0,0,0
HAHA3CBL,1,0,0,0,0,0,0,0
HAHA3CC5,1,0,0,0,0,0,0,0
HAHA3CC9,1,0,0,0,0,0,0,0
HAHA3CCU,1,0,0,0,0,0,0,0
HAHA3CI2,1,0,0,0,0,0,0,0
HAHA3CMJ,1,0,0,0,0,0,0,0
HAHA3CVQ,1,0,0,0,0,0,0,0
HAHA3CWO,1,0,0,0,0,0,0,0
HAHA3CXS,1,0,0,0,0,0,0,0
HAHA3CYF,1,0,0,0,0,0,0,0
HAHA3D21,1,0,0,0,0,0,0,0
HAHA3D8Z,1,0,0,0,0,0,0,0
HAHA3DA6,1,0,0,0,0,0,0,0
HAHA3DBY,1,0,0,0,0,0,0,0
HAHA3DCU,1,0,0,0,0,0,0,0
HAHA3DFX,1,0,0,0,0,0,0,0
HAHA3DGB,1,0,0,0,0,0,0,0
HAHA3DJA,1,0,0,0,0,0,0,0
HAHA3DKR,1,0,0,0,0,0,0,0
HAHA3DN1,1,0,0,0,0,0,0,0
HAHA3DP4,1,0,0,0,0,0,0,0
HAHA3DQH,1,0,0,0,0,0,0,0
HAHA3DWO,1,0,0,0,0,0,0,0
HAHA3DXB,1,0,0,0,0,0,0,0
HAHA3DXF,1,0,0,0,0,0,0,0
HAHA3E8Y,1,0,0,0,0,0,0,0
HAHA3E8Z,1,0,0,0,0,0,0,0
HAHA3E9N,1,0,0,0,0,0,0,0
HAHA3ED3,1,0,0,0,0,0,0,0
HAHA3EDV,1,0,0,0,0,0,0,0
HAHA3EEF,1,0,0,0,0,0,0,0
HAHA3EEJ,1,0,0,0,0,0,0,0
HAHA3EIW,1,0,0,0,0,0,0,0
HAHA3ELR,1,0,0,0,0,0,0,0
HAHA3EM,1,0,0,0,0,0,0,0
HAHA3EN1,1,0,0,0,0,0,0,0
HAHA3EOS,1,0,0,0,0,0,0,0
HAHA3EUK,1,0,0,0,0,0,0,0
HAHA3EVY,1,0,0,0,0,0,0,0
HAHA3F9L,1,0,0,0,0,0,0,0
HAHA3FAL,1,0,0,0,0,0,0,0
HAHA3FDM,1,0,0,0,0,0,0,0
HAHA3FDY,1,0,0,0,0,0,0,0
HAHA3FEY,1,0,0,0,0,0,0,0
HAHA3FGU,1,0,0,0,0,0,0,0
HAHA3FNK,1,0,0,0,0,0,0,0
HAHA3FV4,1,0,0,0,0,0,0,0
HAHA3FX,1,0,0,0,0,0,0,0
HAHA3FY1,1,0,0,0,0,0,0,0
HAHA3G2J,1,0,0,0,0,0,0,0
HAHA3G3W,1,0,0,0,0,0,0,0
HAHA3G4Q,1,0,0,0,0,0,0,0
HAHA3GA9,1,0,0,0,0,0,0,0
HAHA3GAW,1,0,0,0,0,0,0,0
HAHA3GQQ,1,0,0,0,0,0,0,0
HAHA3GXK,1,0,0,0,0,0,0,0
HAHA3H,1,0,0,0,0,0,0,0
HAHA3H2T,1,0,0,0,0,0,0,0
HAHA3H4R,1,0,0,0,0,0,0,0
HAHA3H5J,1,0,0,0,0,0,0,0
HAHA3H89,1,0,0,0,0,0,0,0
HAHA3HCD,1,0,0,0,0,0,0,0
HAHA3HDU,1,0,0,0,0,0,0,0
HAHA3HEC,1,0,0,0,0,0,0,0
HAHA3HG7,1,0,0,0,0,0,0,0
HAHA3HNU,1,0,0,0,0,0,0,0
HAHA3HQQ,1,0,0,0,0,0,0,0
HAHA3HX7,1,0,0,0,0,0,0,0
HAHA3HZG,1,0,0,0,0,0,0,0
HAHA3I1K,1,0,0,0,0,0,0,0
HAHA3I5A,1,0,0,0,0,0,0,0
HAHA3I7,1,0,0,0,0,0,0,0
HAHA3I7U,1,0,0,0,0,0,0,0
HAHA3ICH,1,0,0,0,0,0,0,0
HAHA3ICQ,1,0,0,0,0,0,0,0
HAHA3IGE,1,0,0,0,0,0,0,0
HAHA3IGO,1,0,0,0,0,0,0,0
HAHA3IGT,1,0,0,0,0,0,0,0
HAHA3IHG,1,0,0,0,0,0,0,0
HAHA3II7,1,0,0,0,0,0,0,0
HAHA3IJW,1,0,0,0,0,0,0,0
HAHA3IL9,1,0,0,0,0,0,0,0
HAHA3ILH,1,0,0,0,0,0,0,0
HAHA3ILQ,1,0,0,0,0,0,0,0
HAHA3IMM,1,0,0,0,0,0,0,0
HAHA3IOA,1,0,0,0,0,0,0,0
HAHA3IOI,1,0,0,0,0,0,0,0
HAHA3IPD,1,0,0,0,0,0,0,0
HAHA3IS1,1,0,0,0,0,0,0,0
HAHA3ITL,1,0,0,0,0,0,0,0
HAHA3IU,1,0,0,0,0,0,0,0
HAHA3IUI,1,0,0,0,0,0,0,0
HAHA3IV5,1,0,0,0,0,0,0,0
HAHA3IX3,1,0,0,0,0,0,0,0
HAHA3IZJ,1,0,0,0,0,0,0,0
HAHA3IZX,1,0,0,0,0,0,0,0
HAHA3J3H,1,0,0,0,0,0,0,0
HAHA3J4F,1,0,0,0,0,0,0,0
HAHA3J68,1,0,0,0,0,0,0,0
HAHA3J7M,1,0,0,0,0,0,0,0
HAHA3JFK,1,0,0,0,0,0,0,0
HAHA3JHQ,1,0,0,0,0,0,0,0
HAHA3JKS,1,0,0,0,0,0,0,0
HAHA3JLI,1,0,0,0,0,0,0,0
HAHA3JSW,1,0,0,0,0,0,0,0
HAHA3JW5,1,0,0,0,0,0,0,0
HAHA3JY,1,0,0,0,0,0,0,0
HAHA3K1Q,1,0,0,0,0,0,0,0
HAHA3K34,1,0,0,0,0,0,0,0
HAHA3K3A,1,0,0,0,0,0,0,0
HAHA3K87,1,0,0,0,0,0,0,0
HAHA3K8E,1,0,0,0,0,0,0,0
HAHA3KA6,1,0,0,0,0,0,0,0
HAHA3KG1,1,0,0,0,0,0,0,0
HAHA3KHR,1,0,0,0,0,0,0,0
HAHA3KRH,1,0,0,0,0,0,0,0
HAHA3KS3,1,0,0,0,0,0,0,0
HAHA3KSS,1,0,0,0,0,0,0,0
HAHA3L1A,1,0,0,0,0,0,0,0
HAHA3LAQ,1,0,0,0,0,0,0,0
HAHA3LCI,1,0,0,0,0,0,0,0
HAHA3LHV,1,0,0,0,0,0,0,0
HAHA3LI3,1,0,0,0,0,0,0,0
HAHA3LJI,1,0,0,0,0,0,0,0
HAHA3LSR,1,0,0,0,0,0,0,0
HAHA3LW2,1,0,0,0,0,0,0,0
HAHA3M3Q,1,0,0,0,0,0,0,0
HAHA3M4P,1,0,0,0,0,0,0,0
HAHA3M8G,1,0,0,0,0,0,0,0
HAHA3MKU,1,0,0,0,0,0,0,0
HAHA3MLK,1,0,0,0,0,0,0,0
HAHA3MPT,1,0,0,0,0,0,0,0
HAHA3MQ7,1,0,0,0,0,0,0,0
HAHA3MZQ,1,0,0,0,0,0,0,0
HAHA3N17,1,0,0,0,0,0,0,0
HAHA3N7X,1,0,0,0,0,0,0,0
HAHA3NGW,1,0,0,0,0,0,0,0
HAHA3NPL,1,0,0,0,0,0,0,0
HAHA3NT,1,0,0,0,0,0,0,0
HAHA3NT7,1,0,0,0,0,0,0,0
HAHA3NTG,1,0,0,0,0,0,0,0
HAHA3NZA,1,0,0,0,0,0,0,0
HAHA3O99,1,0,0,0,0,0,0,0
HAHA3OA,1,0,0,0,0,0,0,0
HAHA3OE7,1,0,0,0,0,0,0,0
HAHA3OEP,1,0,0,0,0,0,0,0
HAHA3OGT,1,0,0,0,0,0,0,0
HAHA3OGU,1,0,0,0,0,0,0,0
HAHA3OIA,1,0,0,0,0,0,0,0
HAHA3OJU,1,0,0,0,0,0,0,0
HAHA3OJX,1,0,0,0,0,0,0,0
HAHA3OLG,1,0,0,0,0,0,0,0
HAHA3OMZ,1,0,0,0,0,0,0,0
HAHA3ONU,1,0,0,0,0,0,0,0
HAHA3OOL,1,0,0,0,0,0,0,0
HAHA3OOZ,1,0,0,0,0,0,0,0
HAHA3ORT,1,0,0,0,0,0,0,0
HAHA3OU5,1,0,0,0,0,0,0,0
HAHA3OUK,1,0,0,0,0,0,0,0
HAHA3OUM,1,0,0,0,0,0,0,0
HAHA3OWR,1,0,0,0,0,0,0,0
HAHA3P4K,1,0,0,0,0,0,0,0
HAHA3P4V,1,0,0,0,0,0,0,0
HAHA3P62,1,0,0,0,0,0,0,0
HAHA3P71,1,0,0,0,0,0,0,0
HAHA3P7N,1,0,0,0,0,0,0,0
HAHA3PBB,1,0,0,0,0,0,0,0
HAHA3PEY,1,0,0,0,0,0,0,0
HAHA3PFR,1,0,0,0,0,0,0,0
HAHA3PG1,1,0,0,0,0,0,0,0
HAHA3PL4,1,0,0,0,0,0,0,0
HAHA3PMS,1,0,0,0,0,0,0,0
HAHA3PQ4,1,0,0,0,0,0,0,0
HAHA3PR3,1,0,0,0,0,0,0,0
HAHA3PY,1,0,0,0,0,0,0,0
HAHA3PYD,1,0,0,0,0,0,0,0
HAHA3PZX,1,0,0,0,0,0,0,0
HAHA3Q22,1,0,0,0,0,0,0,0
HAHA3Q33,1,0,0,0,0,0,0,0
HAHA3Q3O,1,0,0,0,0,0,0,0
HAHA3Q3T,1,0,0,0,0,0,0,0
HAHA3Q6A,1,0,0,0,0,0,0,0
HAHA3Q6L,1,0,0,0,0,0,0,0
HAHA3QGG,1,0,0,0,0,0,0,0
HAHA3QI5,1,0,0,0,0,0,0,0
HAHA3QI9,1,0,0,0,0,0,0,0
HAHA3QIS,1,0,0,0,0,0,0,0
HAHA3QJP,1,0,0,0,0,0,0,0
HAHA3QLY,1,0,0,0,0,0,0,0
HAHA3QOL,1,0,0,0,0,0,0,0
HAHA3QP8,1,0,0,0,0,0,0,0
HAHA3QPY,1,0,0,0,0,0,0,0
HAHA3QWP,1,0,0,0,0,0,0,0
HAHA3QXK,1,0,0,0,0,0,0,0
HAHA3QXQ,1,0,0,0,0,0,0,0
HAHA3QZQ,1,0,0,0,0,0,0,0
HAHA3R59,1,0,0,0,0,0,0,0
HAHA3R7,1,0,0,0,0,0,0,0
HAHA3R9K,1,0,0,0,0,0,0,0
HAHA3RBB,1,0,0,0,0,0,0,0
HAHA3RBT,1,0,0,0,0,0,0,0
HAHA3REP,1,0,0,0,0,0,0,0
HAHA3RP5,1,0,0,0,0,0,0,0
HAHA3RRL,1,0,0,0,0,0,0,0
HAHA3RTM,1,0,0,0,0,0,0,0
HAHA3RUD,1,0,0,0,0,0,0,0
HAHA3RWQ,1,0,0,0,0,0,0,0
HAHA3S38,1,0,0,0,0,0,0,0
HAHA3S55,1,0,0,0,0,0,0,0
HAHA3S6D,1,0,0,0,0,0,0,0
HAHA3SA4,1,0,0,0,0,0,0,0
HAHA3SH7,1,0,0,0,0,0,0,0
HAHA3SKW,1,0,0,0,0,0,0,0
HAHA3SM5,1,0,0,0,0,0,0,0
HAHA3SOE,1,0,0,0,0,0,0,0
HAHA3SQ9,1,0,0,0,0,0,0,0
HAHA3SRF,1,0,0,0,0,0,0,0
HAHA3SRR,1,0,0,0,0,0,0,0
HAHA3SST,1,0,0,0,0,0,0,0
HAHA3SU7,1,0,0,0,0,0,0,0
HAHA3SYC,1,0,0,0,0,0,0,0
HAHA3SZR,1,0,0,0,0,0,0,0
HAHA3T4I,1,0,0,0,0,0,0,0
HAHA3TAO,1,0,0,0,0,0,0,0
HAHA3TAP,1,0,0,0,0,0,0,0
HAHA3TG,1,0,0,0,0,0,0,0
HAHA3THI,1,0,0,0,0,0,0,0
HAHA3THJ,1,0,0,0,0,0,0,0
HAHA3TIQ,1,0,0,0,0,0,0,0
HAHA3TPX,1,0,0,0,0,0,0,0
HAHA3TVE,1,0,0,0,0,0,0,0
HAHA3TYX,1,0,0,0,0,0,0,0
HAHA3TZM,1,0,0,0,0,0,0,0
HAHA3TZZ,1,0,0,0,0,0,0,0
HAHA3U2L,1,0,0,0,0,0,0,0
HAHA3U5Q,1,0,0,0,0,0,0,0
HAHA3U9G,1,0,0,0,0,0,0,0
HAHA3UAT,1,0,0,0,0,0,0,0
HAHA3UBP,1,0,0,0,0,0,0,0
HAHA3UEW,1,0,0,0,0,0,0,0
HAHA3UFL,1,0,0,0,0,0,0,0
HAHA3UMB,1,0,0,0,0,0,0,0
HAHA3UMG,1,0,0,0,0,0,0,0
HAHA3UOJ,1,0,0,0,0,0,0,0
HAHA3UQX,1,0,0,0,0,0,0,0
HAHA3URR,1,0,0,0,0,0,0,0
HAHA3UT4,1,0,0,0,0,0,0,0
HAHA3UXW,1,0,0,0,0,0,0,0
HAHA3UYC,1,0,0,0,0,0,0,0
HAHA3V27,1,0,0,0,0,0,0,0
HAHA3V78,1,0,0,0,0,0,0,0
HAHA3V95,1,0,0,0,0,0,0,0
HAHA3V9Y,1,0,0,0,0,0,0,0
HAHA3VAI,1,0,0,0,0,0,0,0
HAHA3VBF,1,0,0,0,0,0,0,0
HAHA3VD4,1,0,0,0,0,0,0,0
HAHA3VJU,1,0,0,0,0,0,0,0
HAHA3VM3,1,0,0,0,0,0,0,0
HAHA3VMC,1,0,0,0,0,0,0,0
HAHA3VSM,1,0,0,0,0,0,0,0
HAHA3VZH,1,0,0,0,0,0,0,0
HAHA3W,1,0,0,0,0,0,0,0
HAHA3W7D,1,0,0,0,0,0,0,0
HAHA3W7U,1,0,0,0,0,0,0,0
HAHA3W7V,1,0,0,0,0,0,0,0
HAHA3WBH,1,0,0,0,0,0,0,0
HAHA3WCD,1,0,0,0,0,0,0,0
HAHA3WFO,1,0,0,0,0,0,0,0
HAHA3WG7,1,0,0,0,0,0,0,0
HAHA3WHM,1,0,0,0,0,0,0,0
HAHA3WIJ,1,0,0,0,0,0,0,0
HAHA3WIO,1,0,0,0,0,0,0,0
HAHA3WJ3,1,0,0,0,0,0,0,0
HAHA3WLA,1,0,0,0,0,0,0,0
HAHA3WLF,1,0,0,0,0,0,0,0
HAHA3WON,1,0,0,0,0,0,0,0
HAHA3WP1,1,0,0,0,0,0,0,0
HAHA3WTL,1,0,0,0,0,0,0,0
HAHA3WTS,1,0,0,0,0,0,0,0
HAHA3WZ2,1,0,0,0,0,0,0,0
HAHA3X33,1,0,0,0,0,0,0,0
HAHA3X3D,1,0,0,0,0,0,0,0
HAHA3X4V,1,0,0,0,0,0,0,0
HAHA3X76,1,0,0,0,0,0,0,0
HAHA3XA4,1,0,0,0,0,0,0,0
HAHA3XCD,1,0,0,0,0,0,0,0
HAHA3XHX,1,0,0,0,0,0,0,0
HAHA3XMQ,1,0,0,0,0,0,0,0
HAHA3XNC,1,0,0,0,0,0,0,0
HAHA3XOK,1,0,0,0,0,0,0,0
HAHA3XOL,1,0,0,0,0,0,0,0
HAHA3XRU,1,0,0,0,0,0,0,0
HAHA3XSO,1,0,0,0,0,0,0,0
HAHA3XY1,1,0,0,0,0,0,0,0
HAHA3XY5,1,0,0,0,0,0,0,0
HAHA3XYI,1,0,0,0,0,0,0,0
HAHA3Y7U,1,0,0,0,0,0,0,0
HAHA3Y8I,1,0,0,0,0,0,0,0
HAHA3YA,1,0,0,0,0,0,0,0
HAHA3YA3,1,0,0,0,0,0,0,0
HAHA3YA6,1,0,0,0,0,0,0,0
HAHA3YCN,1,0,0,0,0,0,0,0
HAHA3YCW,1,0,0,0,0,0,0,0
HAHA3YG3,1,0,0,0,0,0,0,0
HAHA3YH1,1,0,0,0,0,0,0,0
HAHA3YSK,1,0,0,0,0,0,0,0
HAHA3YVI,1,0,0,0,0,0,0,0
HAHA3YXT,1,0,0,0,0,0,0,0
HAHA3YZP,1,0,0,0,0,0,0,0
HAHA3YZZ,1,0,0,0,0,0,0,0
HAHA3Z41,1,0,0,0,0,0,0,0
HAHA3Z7E,1,0,0,0,0,0,0,0
HAHA3ZDG,1,0,0,0,0,0,0,0
HAHA3ZJC,1,0,0,0,0,0,0,0
HAHA3ZPP,1,0,0,0,0,0,0,0
HAHA3ZRD,1,0,0,0,0,0,0,0
HAHA3ZSQ,1,0,0,0,0,0,0,0
HAHA3ZVH,1,0,0,0,0,0,0,0
HAHA41,1,0,0,0,0,0,0,0
HAHA4151,1,0,0,0,0,0,0,0
HAHA415R,1,0,0,0,0,0,0,0
HAHA418G,1,0,0,0,0,0,0,0
HAHA418K,1,0,0,0,0,0,0,0
HAHA419T,1,0,0,0,0,0,0,0
HAHA419W,1,0,0,0,0,0,0,0
HAHA41DS,1,0,0,0,0,0,0,0
HAHA41HS,1,0,0,0,0,0,0,0
HAHA41NX,1,0,0,0,0,0,0,0
HAHA41PZ,1,0,0,0,0,0,0,0
HAHA41UL,1,0,0,0,0,0,0,0
HAHA41Y2,1,0,0,0,0,0,0,0
HAHA41ZK,1,0,0,0,0,0,0,0
HAHA423U,1,0,0,0,0,0,0,0
HAHA425,1,0,0,0,0,0,0,0
HAHA42D3,1,0,0,0,0,0,0,0
HAHA42D4,1,0,0,0,0,0,0,0
HAHA42G,1,0,0,0,0,0,0,0
HAHA42GE,1,0,0,0,0,0,0,0
HAHA42IT,1,0,0,0,0,0,0,0
HAHA42L4,1,0,0,0,0,0,0,0
HAHA42OQ,1,0,0,0,0,0,0,0
HAHA42SJ,1,0,0,0,0,0,0,0
HAHA42VQ,1,0,0,0,0,0,0,0
HAHA431I,1,0,0,0,0,0,0,0
HAHA431J,1,0,0,0,0,0,0,0
